DATE_TIME,LONGITUDE,LATITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES,location,new_column,Norm_MinSpeed,Norm_MaxSpeed,Norm_NumVehicles,TrafficScore,TrafficCondition
03/17/2020,27.9766845703125,40.9872436523438,sx7cht,8,84,45,14,ELMONT,,0.043478260869565216,0.17857142857142858,0.004048582995951417,0.3302518419795308,Low
03/20/2020,27.9766845703125,40.9872436523438,sx7cht,6,105,41,28,ELMONT,,0.021739130434782608,0.30357142857142855,0.022941970310391364,0.3071155103477758,Low
03/04/2020,29.2071533203125,41.0421752929688,sxkc2x,72,163,119,65,HORNSBY BEND,,0.7391304347826086,0.6488095238095238,0.0728744939271255,-0.06843268287776294,Low
03/26/2020,27.9766845703125,40.9872436523438,sx7cht,8,91,43,17,ELMONT,,0.043478260869565216,0.22023809523809523,0.008097165991902834,0.31896641687831623,Low
03/13/2020,29.2071533203125,41.0421752929688,sxkc2x,61,176,115,33,HORNSBY BEND,,0.6195652173913043,0.7261904761904762,0.029689608636977057,-0.05677634722257144,Low
03/03/2020,27.9766845703125,40.9872436523438,sx7cht,7,89,40,16,ELMONT,,0.03260869565217391,0.20833333333333334,0.006747638326585695,0.32648081323710615,Low
03/08/2020,28.4600830078125,41.1630249023438,sxk4pt,34,116,56,23,BURGER CENTER,,0.32608695652173914,0.36904761904761907,0.016194331983805668,0.16370923127216036,Low
03/04/2020,27.9766845703125,40.9872436523438,sx7cht,8,72,37,15,ELMONT,,0.043478260869565216,0.10714285714285714,0.005398110661268556,0.3520852717076974,Low
03/06/2020,28.6907958984375,41.0586547851562,sxk3sf,14,133,76,298,TDS LANDFILL,,0.10869565217391304,0.47023809523809523,0.3873144399460189,0.33164464254281184,Low
03/15/2020,28.4600830078125,41.1630249023438,sxk4pt,38,103,68,15,BURGER CENTER,,0.3695652173913043,0.2916666666666667,0.005398110661268556,0.16629334624185887,Low
03/27/2020,27.9766845703125,40.9872436523438,sx7cht,10,113,38,26,ELMONT,,0.06521739130434782,0.35119047619047616,0.020242914979757085,0.27462877511504524,Low
03/10/2020,28.4600830078125,41.1630249023438,sxk4pt,10,65,44,12,BURGER CENTER,,0.06521739130434782,0.06547619047619048,0.001349527665317139,0.35467504463499894,Low
03/12/2020,27.9766845703125,40.9872436523438,sx7cht,7,92,50,22,ELMONT,,0.03260869565217391,0.2261904761904762,0.014844804318488529,0.3235528201775341,Low
03/23/2020,29.2071533203125,41.0421752929688,sxkc2x,60,134,95,16,HORNSBY BEND,,0.6086956521739131,0.47619047619047616,0.006747638326585695,0.015688887771267618,Low
03/16/2020,28.6907958984375,41.0586547851562,sxk3sf,8,128,67,540,TDS LANDFILL,,0.043478260869565216,0.44047619047619047,0.7139001349527665,0.4646358789951468,Medium
03/11/2020,28.6907958984375,41.0586547851562,sxk3sf,6,128,43,587,TDS LANDFILL,,0.021739130434782608,0.44047619047619047,0.7773279352226721,0.49235987125003144,Medium
03/05/2020,28.6907958984375,41.0586547851562,sxk3sf,6,120,38,543,TDS LANDFILL,,0.021739130434782608,0.39285714285714285,0.717948717948718,0.48883182035355943,Medium
03/15/2020,29.2071533203125,41.0421752929688,sxkc2x,72,124,93,35,HORNSBY BEND,,0.7391304347826086,0.4166666666666667,0.032388663967611336,-0.01093557472276005,Low
03/08/2020,28.6907958984375,41.0586547851562,sxk3sf,6,140,77,261,TDS LANDFILL,,0.021739130434782608,0.5119047619047619,0.33738191632928477,0.33894749415344383,Low
03/10/2020,28.4600830078125,41.1630249023438,sxk4pt,41,111,64,13,BURGER CENTER,,0.40217391304347827,0.3392857142857143,0.002699055330634278,0.13815443709608471,Low
03/11/2020,29.0423583984375,41.1135864257812,sxk9uu,11,82,40,28,BALCONES RECYCLING,,0.07608695652173914,0.16666666666666666,0.022941970310391364,0.3264478084844218,Low
03/15/2020,29.2071533203125,41.0421752929688,sxkc2x,88,105,97,16,HORNSBY BEND,,0.9130434782608695,0.30357142857142855,0.006747638326585695,-0.054264528377800665,Low
03/26/2020,28.4600830078125,41.1630249023438,sxk4pt,21,138,74,22,BURGER CENTER,,0.18478260869565216,0.5,0.014844804318488529,0.18054039781728573,Low
03/02/2020,29.0423583984375,41.1135864257812,sxk9uu,6,72,36,73,BALCONES RECYCLING,,0.021739130434782608,0.10714285714285714,0.08367071524966262,0.3842627052581286,Low
03/12/2020,27.9766845703125,40.9872436523438,sx7cht,7,90,37,28,ELMONT,,0.03260869565217391,0.21428571428571427,0.022941970310391364,0.32955339854653354,Low
03/31/2020,27.9766845703125,40.9872436523438,sx7cht,8,100,46,15,ELMONT,,0.043478260869565216,0.27380952380952384,0.005398110661268556,0.3020852717076974,Low
03/08/2020,28.4600830078125,41.1630249023438,sxk4pt,19,143,55,44,BURGER CENTER,,0.16304347826086957,0.5297619047619048,0.044534412955465584,0.18921436115372042,Low
