name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"3200 Jones Rd, Austin, TX 78745",2020-03-04,68.5,53.8,62.5,68.5,53.8,62.5,57.1,82.9,1.176,100,37.5,rain,0,0,34.1,17,15.9,1009.9,89.5,7.4,44.7,3.7,2,,2020-03-04T06:53:15,2020-03-04T18:32:44,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-05,74.8,48.2,59.8,74.8,46.7,59.7,42.8,58.6,0,0,0,,0,0,30.2,11.5,343,1023.6,17,9.9,233.5,20.1,8,,2020-03-05T06:52:07,2020-03-05T18:33:25,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-06,70.1,48.8,58.7,70.1,48.8,58.7,32.8,41,0,0,0,,0,0,33.3,18.6,23.9,1031,15.6,9.9,236.3,20.4,8,,2020-03-06T06:50:58,2020-03-06T18:34:05,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-07,62.5,44.4,52.7,62.5,44.4,52.6,39.6,61.7,0,0,0,,0,0,22.4,11.3,121.3,1028.4,41.1,9.9,77.8,6.8,4,,2020-03-07T06:49:49,2020-03-07T18:34:46,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-08,74.4,47.6,60.7,74.4,46.7,60.6,50.7,71.6,0,0,0,,0,0,28.7,13.7,153.5,1023.7,66.9,9.2,126.3,10.3,5,,2020-03-08T07:48:39,2020-03-08T19:35:26,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-09,67.6,64.4,65.5,67.6,64.4,65.5,62,88.5,0.181,100,41.67,rain,0,0,27.4,13.3,180.9,1021.3,82.8,7.6,26,2.3,1,,2020-03-09T07:47:29,2020-03-09T19:36:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C0133,KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-10,79.8,59.3,68.7,79.8,59.3,68.7,61.9,80.4,0,0,0,,0,0,18.8,7.7,188.6,1022.9,65.2,7.7,154.3,13.3,7,,2020-03-10T07:46:18,2020-03-10T19:36:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-11,83.1,63.8,72.8,84.4,63.8,73.1,63,73.3,0,0,0,,0,0,24.2,13.5,195,1017.1,46.2,8.5,194.5,16.9,8,,2020-03-11T07:45:07,2020-03-11T19:37:24,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-12,85.8,67.8,74.6,86.8,67.8,75,63,68.7,0,0,0,,0,0,26.4,12.4,179.9,1011.4,53.5,9.8,204.6,17.9,8,,2020-03-12T07:43:56,2020-03-12T19:38:03,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-13,82.3,68.6,73.8,83.5,68.6,73.9,63.7,71.8,0,0,0,,0,0,25.3,15.2,152,1013.4,79.1,9.8,135.2,11.7,7,,2020-03-13T07:42:44,2020-03-13T19:38:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-14,83.4,70.9,75.6,85.3,70.9,76.1,65.3,71.4,0,0,0,,0,0,29.1,12.3,154.3,1017.3,77.5,9.2,113.1,9.7,6,,2020-03-14T07:41:32,2020-03-14T19:39:20,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-15,72.1,59.3,62.5,72.1,59.3,62.5,58.3,86.3,0.044,100,16.67,rain,0,0,18.3,11.1,20.6,1022.8,92.2,7.2,40,3.2,2,,2020-03-15T07:40:20,2020-03-15T19:39:58,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-16,73.6,58.7,65.8,73.6,58.7,65.8,60.9,84.8,0,0,0,,0,0,21.9,11.7,86.6,1020.6,92.6,7.8,79,6.9,4,,2020-03-16T07:39:08,2020-03-16T19:40:37,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-17,80.5,67.8,72.2,82.4,67.8,72.3,65.9,81.2,0.148,100,12.5,rain,0,0,35.6,13.9,142.6,1017,77.8,8.7,94.4,8.1,3,,2020-03-17T07:37:55,2020-03-17T19:41:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-18,82.5,69.9,74.6,84.8,69.9,75,65.9,75,0,0,0,,0,0,25.5,14.2,163.6,1014.3,71.4,9.8,100.5,8.7,4,,2020-03-18T07:36:42,2020-03-18T19:41:52,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-19,81.5,69.6,74.7,84.6,69.6,75.1,66.8,76.9,0.012,100,4.17,rain,0,0,34.9,12.5,167.1,1013.1,69.1,9.2,119.2,10.1,7,,2020-03-19T07:35:29,2020-03-19T19:42:30,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,AURT2,E0214,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-20,73,53.2,60.6,73,53.2,60.6,56.2,85.5,0.842,100,70.83,rain,0,0,37.8,16,16.8,1022.4,85.8,8.1,42.5,3.4,2,,2020-03-20T07:34:16,2020-03-20T19:43:07,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-21,54.2,48.6,51.6,54.2,43.8,50.4,45.6,80.1,0.923,100,37.5,rain,0,0,26.6,11.5,13.6,1026.1,94.4,7.8,47.1,4,3,,2020-03-21T07:33:03,2020-03-21T19:43:45,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-22,66.6,53.9,60.1,66.6,53.9,60.1,57.6,91.5,0.019,100,16.67,rain,0,0,9.2,5.9,27.4,1019.6,99.3,4,52.9,4.3,3,,2020-03-22T07:31:50,2020-03-22T19:44:22,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-23,82,65.2,71.9,84.6,65.2,72.4,65.4,81.3,0.015,100,12.5,rain,0,0,23.9,12.4,177.2,1015.7,88.5,5.7,131.7,11.4,5,,2020-03-23T07:30:37,2020-03-23T19:44:59,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-24,90.8,64.7,75.3,87.9,64.7,74.8,58.1,62.1,0,0,0,,0,0,22.8,10.5,245.7,1011.9,42.6,9,236.2,20.5,9,,2020-03-24T07:29:24,2020-03-24T19:45:36,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-25,89.1,56.3,71.7,90.4,56.3,72.3,59.8,68.4,0,0,0,,0,0,21.7,9.9,164.1,1011.7,14.7,8.7,248.6,21.5,9,,2020-03-25T07:28:11,2020-03-25T19:46:13,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-26,87,66.8,75.8,89.5,66.8,76.7,66.1,73.7,0,0,0,,0,0,26.6,10.8,170.1,1009.2,48.5,8,232.5,20,9,,2020-03-26T07:26:58,2020-03-26T19:46:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-27,88.4,69.8,77.1,91.3,69.8,78.2,66.9,72.5,0,0,0,,0,0,30.7,13.9,173.2,1006.5,65.6,9.1,161.6,13.9,6,,2020-03-27T07:25:44,2020-03-27T19:47:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-28,78.7,55.8,71.4,78.7,55.8,71.4,55,62.6,0.077,100,25,rain,0,0,29.8,13.7,257.5,1009.9,58.1,8.6,147,12.7,8,,2020-03-28T07:24:32,2020-03-28T19:48:04,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-29,78.3,50.2,65,78.3,50.2,65,43.1,49.5,0,0,0,,0,0,19.7,10.8,60.1,1018.6,43.6,9.9,193.7,16.7,7,,2020-03-29T07:23:19,2020-03-29T19:48:41,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-30,70.3,64.6,67,70.3,64.6,67,59.8,79,0.387,100,41.67,rain,0,0,22.1,8.3,86.9,1014,90,6,16.9,1.2,0,,2020-03-30T07:22:06,2020-03-30T19:49:17,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
"3200 Jones Rd, Austin, TX 78745",2020-03-31,72.6,57.6,65,72.6,57.6,65,55.1,72.8,0,0,0,,0,0,29.5,14.6,13.8,1015.4,38.4,8.4,227.7,19.8,9,,2020-03-31T07:20:54,2020-03-31T19:49:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,AURT2,72254013904,72254413958,72054200166,D9418"
