name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
9301 Johnny Morris Road Austin,2020-01-11,58.5,40.2,50,58.5,36.2,47.7,38.9,66.7,0.057,100,12.5,rain,0,0,26.4,17.9,325,1019,40,9.9,142.8,12.2,6,,2020-01-11T07:28:17,2020-01-11T17:48:35,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-12,60.3,32.9,46.5,60.3,32.9,46.3,38.4,75.4,0,0,0,,0,0,20.6,9.4,188.9,1022.1,12.1,9.4,120.9,10.3,4,,2020-01-12T07:28:14,2020-01-12T17:49:25,0.57,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-13,59.7,49.5,55.2,59.7,49.5,55.2,53.6,94.6,0.031,100,25,rain,0,0,11.2,3.7,82.1,1021.2,96.4,2.7,31.1,2.6,1,,2020-01-13T07:28:10,2020-01-13T17:50:15,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-14,73.3,59.6,64.8,73.3,59.6,64.8,62.6,92.8,0.006,100,4.17,rain,0,0,16.3,8.5,166.1,1018.5,85.6,2.9,50.8,4.4,2,,2020-01-14T07:28:04,2020-01-14T17:51:06,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-15,80.5,68.6,72.5,82.1,68.6,72.6,66.3,82.2,0.005,100,8.33,rain,0,0,24.2,15.5,179.8,1017.7,75.6,6.8,86.6,7.6,3,,2020-01-15T07:27:56,2020-01-15T17:51:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-16,69.2,56.1,61,69.2,56.1,61,59.1,93.3,0.39,100,29.17,rain,0,0,20.8,14.2,11.2,1023.8,95.6,5,28.9,2.6,1,,2020-01-16T07:27:46,2020-01-16T17:52:49,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E5346,KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-17,58.9,50.4,55.5,58.9,50.4,55.5,54.1,95.2,0.166,100,37.5,rain,0,0,26.6,6.5,330.5,1022.2,92.4,5.4,37.9,3.2,2,,2020-01-17T07:27:35,2020-01-17T17:53:41,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-18,67.6,49,61.6,67.6,43.5,61.1,51.3,71.9,0.002,100,4.17,rain,0,0,28,17.2,0.6,1022.8,60.3,7.1,102,8.7,6,,2020-01-18T07:27:23,2020-01-18T17:54:34,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-19,56.4,40,47.3,56.4,32.3,42.9,23.8,40.4,0,0,0,,0,0,29.8,17.2,20.5,1032.3,5.1,9.9,164.1,14.1,6,,2020-01-19T07:27:08,2020-01-19T17:55:26,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-20,59.5,34.3,46.5,59.5,29.1,44.6,26.1,48.3,0,0,0,,0,0,13.2,8.1,12.1,1034.2,19.3,9.9,163,14.1,6,,2020-01-20T07:26:52,2020-01-20T17:56:19,0.85,Clear,Clear conditions throughout the day.,clear-day,"72064800230,KAUS,C6155,KEDC,72254013904,EAUT2"
9301 Johnny Morris Road Austin,2020-01-21,60,40.7,51.1,60,38.6,51,31.9,49.4,0,0,0,,0,0,27.7,13.6,156.2,1029.5,62.4,9.7,122.4,10.7,6,,2020-01-21T07:26:34,2020-01-21T17:57:12,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-22,57.7,46.8,52.2,57.7,42.5,50.7,50.2,93.1,0.761,100,83.33,rain,0,0,24.6,10.6,145.7,1017.1,96.2,4,13.7,1.2,1,,2020-01-22T07:26:15,2020-01-22T17:58:05,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,72064800230,KAUS,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-23,64,46,54,64,45.4,53.7,48.2,82.3,0.019,100,4.17,rain,0,0,26.2,13.9,348,1015.7,39.1,7.6,152.8,13.2,6,,2020-01-23T07:25:54,2020-01-23T17:58:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-24,64.9,40.2,51.7,64.9,39,51.3,35.9,60.7,0,0,0,,0,0,14.1,6.5,355.2,1020.9,2,9.8,167.4,14.3,6,,2020-01-24T07:25:31,2020-01-24T17:59:51,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-25,66.3,40.6,54.2,66.3,40.6,54.2,45.2,72.6,0.015,100,16.67,rain,0,0,24.5,13.6,177.5,1018.7,52.8,8.9,84.6,7.3,4,,2020-01-25T07:25:07,2020-01-25T18:00:44,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-26,76.4,50.3,61.9,76.4,50.3,61.9,50.7,72.1,0.006,100,4.17,rain,0,0,18.3,8.5,0.8,1015.4,40.6,6.7,170.8,14.7,6,,2020-01-26T07:24:41,2020-01-26T18:01:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-27,67.6,45.8,54.6,67.6,43.8,54.5,50.1,85.8,0,0,0,,0,0,21,11.1,137.1,1015.3,37.1,7.4,109,9.5,6,,2020-01-27T07:24:14,2020-01-27T18:02:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-28,72,50.3,57.4,72,50.3,57.4,47.8,73.7,0.227,100,20.83,rain,0,0,32.6,22,259.7,1012.9,56.1,7.3,123.7,10.7,6,,2020-01-28T07:23:45,2020-01-28T18:03:23,0.12,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-29,59.5,42.7,50.1,59.5,38.1,47.1,37.7,63.2,0,0,0,,0,0,24.4,14.7,346.5,1017.8,3.3,9.9,180,15.6,7,,2020-01-29T07:23:15,2020-01-29T18:04:16,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-30,48.7,42.4,45.9,46.6,36.6,42.2,39.8,79.2,0.003,100,4.17,rain,0,0,18.1,10.3,19.5,1019.7,95.9,9.2,48.6,4.2,2,,2020-01-30T07:22:43,2020-01-30T18:05:08,0.19,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-01-31,59.3,43.2,49.7,59.3,41.3,48.2,37.9,65.8,0,0,0,,0,0,18.3,10,344.2,1021.8,50.4,9.7,148.8,12.9,7,,2020-01-31T07:22:09,2020-01-31T18:06:01,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-02-01,71.5,39.4,53.6,71.5,35.6,52.2,32.6,52.1,0,0,0,,0,0,23,11.8,283,1024.3,5.4,9.9,182.3,15.7,7,,2020-02-01T07:21:35,2020-02-01T18:06:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-02-02,76.9,41.4,58.7,76.9,38.9,58.5,32.7,42.9,0,0,0,,0,0,23.6,14.2,200,1019,9.5,9.9,184.3,16,7,,2020-02-02T07:20:58,2020-02-02T18:07:45,0.29,Clear,Clear conditions throughout the day.,clear-day,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-02-03,72,55.5,64.1,72,55.5,64.1,55.6,74.5,0,0,0,,0,0,28.2,17.7,181.7,1010.2,49.9,9.9,56.1,4.8,3,,2020-02-03T07:20:20,2020-02-03T18:08:37,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-02-04,76.6,46.8,64,76.6,40.6,63,56.5,77.6,0,0,0,,0,0,27.1,20.5,37.1,1008.4,67.1,9.2,119.5,10.4,5,,2020-02-04T07:19:41,2020-02-04T18:09:29,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,72064800230,KAUS,C6155,KEDC,72254013904,EAUT2,72254413958"
9301 Johnny Morris Road Austin,2020-02-05,45.2,34.4,39.7,38.7,26.8,31.5,33.8,79.6,0.002,100,4.17,"rain,snow",0,0,31,20.2,343.9,1011.6,96.2,7.9,49.5,4.4,2,,2020-02-05T07:19:01,2020-02-05T18:10:21,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KATT,72064800230,KAUS,E4737,KEDC,72254013904,EAUT2,72254413958"
